,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH,GEO_ID,Total,White,Black,AIAN,Asian,Hawaiian,Other,Two,White_pct,Black_pct,AIAN_pct,Asian_pct,Hawaiian_pct,Other_pct,Two_pct,Poverty,White_pov,Black_pov,Median_Income,NAME,STATE_POVERTY_RANKING,STATE_INCOME_RANKING,TOTATTEN_RANKING,SALARIES_RANKING,HRS_OPEN_RANKING,BKVOL_RANKING,PITUSR_RANKING
690,MI,MI0107,MI0107-002,FENNVILLE DISTRICT LIBRARY,400 WEST MAIN STREET,FENNVILLE,49408,9233,P.O. BOX 1130,FENNVILLE,49408,1130,ALLEGAN,2695615050,ME,LD,SO,Y,OTH,N,10/01/2018,09/30/2019,14230,14230,1,0,0,1.13,1.43,3.88,5.31,385864,12353,0,20839,419056,227299,23450,250749,26270,6546,4998,37814,125763,414326,0,0,0,0,0,21503,43356,8268,365,11313,2470,0,2,0,2,33,2682,72651,4532,2508,45854,15910,3509,42345,592,4101,46446,6112,4128,588,167,29,8566,4767,263,10,13289,15300,55022,2019,3,1,0,0,0,-86.1075,42.59429,26,5,27740,118081,42,42,307.04,1095,2606,26090,1,A,1400000US26005030704,5149,4120,62,31,32,0,423,481,0.8001553699747523,0.012041173043309381,0.0060205865216546904,0.006214798990095164,0.0,0.08215187415032045,0.09341619731986793,12.0,11.9,50.0,64770.0,FENNVILLE DISTRICT LIBRARY,14.0,14.0,26,22,21,24,30
691,MI,MI0119,MI0119-002,GALESBURG-CHARLESTON MEMORIAL DISTRICT LIBRARY,188 EAST MICHIGAN AVENUE,GALESBURG,49053,9537,188 E MICHIGAN AVE,GALESBURG,49053,9537,KALAMAZOO,2696657839,ME,CI,SO,Y,OTH,N,07/01/2018,06/30/2019,9476,9476,1,0,0,0.8,0.8,1.3,2.1,141460,3500,0,6560,151520,72384,0,72384,12866,3000,2529,18395,50318,141097,0,0,0,0,0,9996,18866,15942,771,3221,1018,264,0,0,0,25,1612,17808,1645,901,14145,3458,2874,11271,0,2874,14145,1318,1894,116,27,6,2259,1164,70,7,4821,1410,14807,2019,3,1,0,0,0,-85.4128,42.28892,26,77,31260,265066,41,41,67.02,4023,2606,28020,0,A,1400000US26077006702,6426,5667,180,25,83,2,47,422,0.8818860877684407,0.028011204481792718,0.003890445066915655,0.012916277622159975,0.0003112356053532524,0.007314036725801431,0.06567071272953626,6.5,5.9,5.3,64731.0,GALESBURG CHARLESTON MEMORIAL DISTRICT LIBRARY,26.0,15.0,10,8,4,5,19
692,MI,MI0123,MI0123-002,GENESEE DISTRICT LIBRARY,G-4195 WEST PASADENA AVENUE,FLINT,48504,M,G 4195 W PASADENA AVE,FLINT,48504,M,GENESEE,8107325570,ME,LD,MO,Y,OTH,N,01/01/2018,12/31/2018,332567,332567,1,18,0,26.0,26.0,54.93,80.93,8601130,284952,0,453987,9340069,3404411,2087518,5491929,841410,14100,852080,1707590,1343465,8542984,0,0,0,0,0,30708,544738,47525,29782,18390,141352,971,15,0,15,483,46406,930786,316784,132864,1739268,232516,554873,1184395,597755,1152628,2337023,25139,27774,1632,678,32,34944,9146,575,305,165281,56887,507417,2019,3,1,0,0,0,-83.7602,43.04552,26,49,M,405813,21,21,108.11,1020,2605,22420,0,A,1400000US26049010811,2375,744,1446,7,19,0,43,116,0.31326315789473685,0.6088421052631579,0.0029473684210526317,0.008,0.0,0.018105263157894735,0.048842105263157895,34.5,14.5,41.7,27846.0,GENESEE DISTRICT LIBRARY,3.0,38.0,36,36,38,37,38
693,MI,MI0124,MI0124-002,GEORGETOWN TOWNSHIP PUBLIC LIBRARY,1525 BALDWIN STREET,JENISON,49428,8911,1525 BALDWIN STREET,JENISON,49428,8911,OTTAWA,6164579620,ME,CI,SO,Y,OTH,N,01/01/2018,12/31/2018,46985,46985,1,0,0,3.0,3.0,12.63,15.63,995228,36055,0,24000,1055283,578237,135931,714168,96301,59678,34362,190341,150774,1055283,0,0,0,0,0,1696278,164089,30127,7302,7602,8287,406,0,0,0,148,2888,134334,102998,21738,375099,177278,56356,318743,0,56356,375099,16967,20877,631,285,22,16784,10767,498,25,4165,5742,112226,2019,3,1,0,0,0,-85.8196,42.90718,26,139,41680,291830,21,21,216.06,3015,2602,24340,0,A,1400000US26139021606,4969,4508,73,7,46,3,55,277,0.9072247937210707,0.01469108472529684,0.001408734151740793,0.009257395854296638,0.0006037432078889113,0.011068625477963372,0.055745622861742804,9.4,9.8,0.0,46092.0,GEORGETOWN TOWNSHIP PUBLIC LIBRARY,21.0,32.0,30,31,26,33,15
694,MI,MI0130,MI0130-002,GRAND LEDGE AREA DISTRICT LIBRARY,131 EAST JEFFERSON STREET,GRAND LEDGE,48837,1534,131 EAST JEFFERSON,GRAND LEDGE,48837,1534,EATON,5176277014,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,15959,15959,1,0,0,2.2,4.9,5.13,10.03,690923,12228,0,32851,736002,372073,14310,386383,39724,62693,15174,117591,153662,657636,22117,0,0,0,22117,22117,30453,70823,1756,24543,2979,0,18,0,18,33,3127,75167,6568,6582,103768,28031,29073,74695,13501,42574,117269,5870,7036,348,260,3,18631,15082,49,22,8831,18813,36598,2019,3,1,0,0,0,-84.7459,42.75299,26,45,33420,110268,21,21,204.02,2012,2607,29620,0,A,1400000US26045020402,2861,2580,48,6,17,0,38,172,0.9017825934987767,0.016777350576721427,0.0020971688220901784,0.005941978329255505,0.0,0.013282069206571129,0.06011883956658511,12.5,12.9,0.0,84940.0,GRAND LEDGE AREA DISTRICT LIBRARY,12.0,6.0,32,28,31,18,29
695,MI,MI0131,MI0131-002,GRAND RAPIDS PUBLIC LIBRARY,"111 LIBRARY STREET, NE",GRAND RAPIDS,49503,3268,111 LIBRARY ST NE,GRAND RAPIDS,49503,3268,KENT,6169885400,ME,CI,MO,Y,CI1,N,07/01/2018,06/30/2019,188040,188040,1,7,0,23.0,25.0,76.5,101.5,11224396,74631,0,522441,11821468,4846458,1671212,6517670,597771,690336,194890,1482997,3350968,11351635,1441106,0,0,0,1441106,2177795,715996,31185,60554,16713,58967,0,50,0,50,425,18140,697626,122538,55763,1422140,407905,309931,1112209,370284,680215,1792424,7387,7041,1343,889,178,27577,13099,3065,190,114945,278628,529982,2019,3,1,0,0,0,-85.6658,42.96436,26,81,34000,656955,12,12,20.0,1046,2603,24340,0,A,1400000US26081000200,1640,1403,70,11,13,0,30,113,0.8554878048780488,0.042682926829268296,0.006707317073170732,0.007926829268292683,0.0,0.018292682926829267,0.06890243902439025,6.2,5.4,19.0,57778.0,GRAND RAPIDS PUBLIC LIBRARY,27.0,22.0,33,37,37,38,37
696,MI,MI0162,MI0162-002,GARY BYKER MEMORIAL LIBRARY OF HUDSONVILLE,3338 VAN BUREN STREET,HUDSONVILLE,49426,1132,3338 VAN BUREN STREET,HUDSONVILLE,49426,1132,OTTAWA,6166691255,ME,CI,SO,Y,OTH,N,07/01/2018,06/30/2019,10983,10983,1,0,0,1.45,2.15,3.85,6.0,401049,8803,4451,28316,442619,217528,41174,258702,25684,3653,1679,31016,109017,398735,0,0,0,0,0,41890,49398,8127,4998,11164,4904,0,3,0,3,75,2337,61973,4788,3602,120545,58187,12045,108500,3455,15500,124000,8541,7496,297,152,35,6939,5314,539,19,4595,12957,34258,2019,3,1,0,0,0,-85.8643,42.87087,26,139,39800,291830,21,21,218.02,2000,2602,24340,0,A,1400000US26139021802,4686,4320,55,9,42,0,41,219,0.9218950064020487,0.011737089201877934,0.0019206145966709346,0.008962868117797696,0.0,0.008749466495945369,0.04673495518565941,4.7,2.4,25.5,75882.0,GARY BYKER MEMORIAL LIBRARY OF HUDSONVILLE,33.0,10.0,24,19,15,26,18
697,MI,MI0179,MI0179-002,JORDAN VALLEY DISTRICT LIBRARY,ONE LIBRARY LANE,EAST JORDAN,49727,M,P.O. BOX 877,EAST JORDAN,49727,0877,CHARLEVOIX,2315367131,ME,LD,SO,Y,SD2,N,07/01/2018,06/30/2019,6997,6997,1,0,0,1.0,1.0,3.45,4.45,355857,5361,0,11532,372750,143787,51374,195161,22953,12439,4283,39675,90121,324957,0,0,0,0,0,0,30322,32826,2307,3192,2497,225,4,0,4,101,2808,15363,3250,4173,39351,5614,3689,35662,3020,6709,42371,3307,3689,272,59,211,3240,632,2580,32,3192,0,2178,2019,3,1,0,0,0,-85.1189,45.15592,26,29,24020,26143,42,42,10.0,1032,2601,-4,N,A,1400000US26029000100,1743,1634,4,11,6,0,6,82,0.9374641422834193,0.002294893861158921,0.006310958118187034,0.0034423407917383822,0.0,0.0034423407917383822,0.04704532415375789,12.6,13.3,0.0,47727.0,JORDAN VALLEY DISTRICT LIBRARY,11.0,30.0,15,17,24,17,12
698,MI,MI0180,MI0180-002,KALAMAZOO PUBLIC LIBRARY,315 SOUTH ROSE STREET,KALAMAZOO,49007,5201,315 S ROSE ST,KALAMAZOO,49007,5201,KALAMAZOO,2695537800,ME,LD,MO,Y,SD2,N,07/01/2018,06/30/2019,116445,116445,1,4,0,19.5,19.5,103.5,123.0,11352168,466587,0,151506,11970261,5398235,2571454,7969689,574882,150166,457104,1182152,2458781,11610622,0,0,0,0,0,452326,444013,383526,23237,111282,86711,37203,26,0,26,360,11491,543755,197448,56076,1740657,352308,222261,1518396,46960,269221,1787617,17700,14863,2045,1387,244,61394,42873,7991,119,108430,29917,574622,2019,3,1,0,0,0,-85.5846,42.2896,26,77,42160,265066,13,13,2.01,1070,2606,28020,0,A,1400000US26077000201,2013,1398,309,12,78,0,40,176,0.6944858420268256,0.15350223546944858,0.005961251862891207,0.038748137108792845,0.0,0.01987083954297069,0.08743169398907104,44.5,42.9,61.6,35096.0,KALAMAZOO PUBLIC LIBRARY,2.0,36.0,38,38,36,36,36
699,MI,MI0182,MI0182-002,KENT DISTRICT LIBRARY,"814 WEST RIVER CENTER DR, N.E.",COMSTOCK PARK,49321,8955,814 WEST RIVER CENTER DR. NE,COMSTOCK PARK,49321,8955,KENT,6167842007,ME,LD,MA,Y,OTH,N,01/01/2018,12/31/2018,395660,395660,0,18,1,63.8,64.8,164.63,229.43,22019425,863786,0,1461817,24345028,11058964,2871016,13929980,1360193,1510561,980029,3850783,4942193,22722956,0,0,0,0,0,500225,746928,143251,74113,190335,87749,19138,25,0,25,1905,46849,2702377,491332,163780,7709526,2552109,922839,6786687,339893,1262732,8049419,31407,32562,5057,3261,398,173223,101493,7807,275,375297,846525,1394544,2019,3,1,0,0,0,-85.6531,43.04768,26,81,M,656955,21,21,111.02,3031,2603,24340,0,A,1400000US26081011102,5276,4780,58,14,77,0,69,278,0.9059893858984079,0.010993176648976498,0.00265352539802881,0.014594389689158454,0.0,0.013078089461713419,0.05269143290371493,5.7,3.7,0.0,88259.0,KENT DISTRICT LIBRARY,28.0,5.0,39,39,39,39,39
700,MI,MI0186,MI0186-002,LAINGSBURG PUBLIC LIBRARY,255 EAST GRAND RIVER ROAD,LAINGSBURG,48848,8601,P.O. BOX 280,LAINGSBURG,48848,0280,SHIAWASSEE,5176516282,ME,CI,SO,Y,OTH,N,07/01/2018,06/30/2019,9555,9555,1,0,0,0.0,1.0,0.63,1.63,71948,7658,0,10000,89606,-9,-9,-9,5700,2000,2596,10296,-9,88014,28700,0,0,3000,31700,2000,20000,18551,660,2240,2087,181,0,0,0,30,2080,29000,1200,5350,44075,11500,5475,38600,0,5475,44075,2000,2029,63,49,0,602,422,0,7,6200,1000,2000,2019,3,1,0,0,0,-84.3504,42.89015,26,155,44200,68122,42,42,314.01,4047,2604,29620,0,A,1400000US26155031401,6231,5775,26,30,31,0,37,332,0.9268175252768416,0.004172684962285347,0.004814636494944632,0.004975124378109453,0.0,0.005938051677098379,0.05328197721072059,5.1,4.6,37.7,72339.0,LAINGSBURG PUBLIC LIBRARY,31.0,12.0,2,3,10,9,23
701,MI,MI0204,MI0204-002,LYON TOWNSHIP PUBLIC LIBRARY,27005 SOUTH MILFORD ROAD,SOUTH LYON,48178,9731,27005 S. MILFORD ROAD,SOUTH LYON,48178,9731,OAKLAND,2484378800,ME,CI,SO,Y,CI1,N,01/01/2018,12/31/2018,14545,14545,1,0,0,3.0,3.0,5.5,8.5,1003650,10666,0,24331,1038647,363100,95025,458125,78333,18752,17619,114704,450317,1023146,0,0,0,0,0,0,44025,351407,1757,84976,5474,16929,13,0,13,175,3300,52985,9689,5683,127455,61975,18726,108729,21227,39953,148682,14595,13193,287,139,21,8032,5299,413,14,6494,2276,59278,2019,3,1,0,0,0,-83.6129,42.48569,26,125,M,1257584,22,22,1383.02,1018,2611,19820,0,A,1400000US26125138302,8366,6938,159,6,620,0,74,569,0.8293091082954817,0.019005498446091323,0.0007171886206072197,0.07410949079607937,0.0,0.008845326320822376,0.068013387520918,1.8,2.0,2.5,128115.0,LYON TOWNSHIP PUBLIC LIBRARY,38.0,2.0,25,26,32,25,24
702,MI,MI0221,MI0221-002,MAYVILLE DISTRICT PUBLIC LIBRARY,6090 FULTON STREET,MAYVILLE,48744,5100,P.O. BOX 440,MAYVILLE,48744,0440,TUSCOLA,9898436522,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,5160,5160,1,0,0,0.0,1.0,2.05,3.05,120078,3954,0,15428,139460,78349,5994,84343,13900,992,4780,19672,36009,140024,0,0,0,0,0,0,23138,14116,1609,3978,2893,0,1,0,1,69,2346,22354,2211,2984,44837,15367,2308,42529,0,2308,44837,1351,1592,83,36,0,2677,1156,0,11,2903,9760,63824,2019,3,1,0,0,0,-83.3524,43.33528,26,157,52540,52245,42,42,10.0,2021,2610,-4,N,A,1400000US26157000100,4283,4039,14,14,10,3,38,165,0.943030586037824,0.003268736866682232,0.003268736866682232,0.0023348120476301658,0.0007004436142890498,0.00887228578099463,0.03852439878589774,11.5,10.8,100.0,50625.0,MAYVILLE DISTRICT PUBLIC LIBRARY,15.0,27.0,12,11,17,11,11
703,MI,MI0242,MI0242-002,MACDONALD PUBLIC LIBRARY,36480 MAIN STREET,NEW BALTIMORE,48047,2509,36480 MAIN ST,NEW BALTIMORE,48047,2509,MACOMB,5867250273,ME,CI,SO,Y,OTH,N,07/01/2018,06/30/2019,13452,13452,1,0,0,4.0,4.0,2.83,6.83,515053,10307,0,31433,556793,246918,96006,342924,25498,6621,3426,35545,89124,467593,0,0,0,0,0,48916,41125,12157,1808,3980,1924,32,10,0,10,66,2550,65861,3588,5147,57607,22764,6926,50681,8517,15443,66124,5818,9101,357,225,9,5588,4128,88,10,5595,16991,42481,2019,3,1,0,0,0,-82.7342,42.68013,26,99,57100,873972,21,21,2200.02,1024,2610,19820,0,A,1400000US26099220002,4524,4047,148,19,30,4,35,241,0.8945623342175066,0.032714412024756855,0.004199823165340406,0.006631299734748011,0.0008841732979664014,0.007736516357206013,0.053271441202475685,10.8,8.7,12.3,55066.0,MACDONALD PUBLIC LIBRARY,19.0,24.0,21,23,19,22,22
704,MI,MI0260,MI0260-002,OVID PUBLIC LIBRARY,206 NORTH MAIN STREET,OVID,48866,9787,P.O. BOX 105,OVID,48866,0105,CLINTON,9898345800,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,5305,5305,1,0,0,0.0,1.5,1.45,2.95,137455,10201,0,2434,150090,57006,21474,78480,8494,5436,0,13930,38642,131052,0,0,0,0,0,66763,18518,7718,318,3184,1293,0,0,0,0,50,2080,28340,3289,4509,31741,9241,1181,30560,0,1181,31741,969,3289,277,43,11,2783,736,45,5,2631,1621,0,2019,3,1,0,0,0,-84.3716,43.00674,26,37,61860,79595,42,42,110.01,3003,2604,29620,0,A,1400000US26037011001,3669,3331,22,22,3,1,62,228,0.9078768056691197,0.005996184246388662,0.005996184246388662,0.0008176614881439084,0.0002725538293813028,0.016898337421640774,0.06214227309893704,7.7,7.6,0.0,61990.0,OVID PUBLIC LIBRARY,25.0,17.0,13,5,11,4,9
705,MI,MI0277,MI0277-002,PORTAGE DISTRICT LIBRARY,300 LIBRARY LANE,PORTAGE,49002,4303,300 LIBRARY LANE,PORTAGE,49002,4303,KALAMAZOO,2693294544,ME,LD,SO,Y,SD2,N,01/01/2018,12/31/2018,52170,52170,1,0,0,11.93,14.91,17.36,32.27,3426129,38258,0,1048500,4512887,1334389,463205,1797594,266902,228683,81761,577346,772260,3147200,0,0,0,0,0,25805,167221,39472,15817,24187,14291,2675,56,0,56,163,3415,699351,107487,40393,775246,337406,112993,662253,51765,164758,827011,13416,15012,661,325,111,30653,20640,3630,76,31763,96876,377324,2019,3,1,0,0,0,-85.5886,42.20348,26,77,65560,265066,13,13,19.05,5021,2606,28020,0,A,1400000US26077001905,5447,4364,406,44,108,8,105,412,0.8011749586928585,0.07453644207820818,0.008077841013401872,0.019827427941986414,0.0014686983660730677,0.019276666054709013,0.07563796585276299,12.7,10.7,21.8,45139.0,PORTAGE DISTRICT LIBRARY,10.0,35.0,35,34,34,34,34
706,MI,MI0305,MI0305-002,SCHOOLCRAFT COMMUNITY LIBRARY,330 NORTH CENTRE STREET,SCHOOLCRAFT,49087,7701,330 NORTH CENTRE,SCHOOLCRAFT,49087,7701,KALAMAZOO,2696795959,ME,CI,SO,Y,OTH,N,03/01/2018,02/28/2019,3775,3775,1,0,0,1.0,2.43,1.6,4.03,169709,4388,0,22368,196465,127390,3847,131237,8308,846,1456,10610,45749,187596,0,0,0,3680,3680,1199,28336,18505,813,5181,764,0,7,0,7,26,1821,12456,965,1355,19795,10506,1389,18406,528,1917,20323,1514,2452,169,110,24,5156,3835,227,10,862,811,6740,2019,3,1,0,0,0,-85.6396,42.11661,26,77,71860,265066,22,22,61.02,3011,2606,28020,0,A,1400000US26077006102,3801,3504,23,15,23,2,39,195,0.9218626677190213,0.006051039200210471,0.003946329913180742,0.006051039200210471,0.0005261773217574323,0.010260457774269928,0.05130228887134965,4.1,4.2,0.0,57566.0,SCHOOLCRAFT COMMUNITY LIBRARY,34.0,23.0,20,15,6,15,3
707,MI,MI0317,MI0317-002,SPARTA CARNEGIE TOWNSHIP LIBRARY,80 NORTH UNION STREET,SPARTA,49345,1138,80 N. UNION ST,SPARTA,49345,1138,KENT,6168879937,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,9110,9110,1,0,0,0.0,3.3,0.38,3.68,222964,6681,0,10411,240056,135358,13535,148893,19691,15271,5611,40573,35529,224995,0,0,0,0,0,8825,36784,6167,787,8226,1388,0,2,0,2,47,2340,27000,8641,2222,36147,16519,2358,33789,10540,12898,46687,2984,2372,75,68,2,1756,1436,15,11,5573,7800,32723,2019,3,1,0,0,0,-85.7071,43.16217,26,81,75420,656955,31,31,104.02,1017,2603,24340,0,A,1400000US26081010402,4086,3630,37,20,15,0,76,308,0.8883994126284875,0.009055310817425355,0.004894762604013705,0.003671071953010279,0.0,0.01860009789525208,0.07537934410181106,13.1,12.4,4.2,45640.0,SPARTA CARNEGIE TOWNSHIP LIBRARY,8.0,33.0,8,16,16,21,21
708,MI,MI0332,MI0332-002,TAYMOUTH TOWNSHIP LIBRARY,2361 EAST BURT ROAD,BURT,48417,7702,P.O. BOX 158,BURT,48417,0158,SAGINAW,9897704651,ME,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,6680,6680,1,0,0,0.0,0.88,0.55,1.43,53614,5354,0,3600,62568,-9,-9,-9,10750,0,3900,14650,-9,84017,0,0,0,0,0,500,19720,0,830,0,670,0,0,0,0,20,1508,4367,1475,4669,5204,1685,0,5204,0,0,5204,689,578,15,11,2,1130,241,24,6,609,208,85,2019,3,1,0,0,0,-83.907,43.23604,26,145,12000,190539,42,42,130.0,2038,2604,40980,0,A,1400000US26145001300,2173,1056,696,14,19,1,129,258,0.4859641049240681,0.320294523699954,0.006442705936493327,0.008743672342383801,0.0004601932811780948,0.05936493327197423,0.11872986654394846,44.9,38.4,46.0,25086.0,TAYMOUTH TOWNSHIP LIBRARY,1.0,39.0,5,4,2,7,1
709,MI,MI0336,MI0336-002,THOMAS TOWNSHIP LIBRARY,8207 SHIELDS DRIVE,SAGINAW,48609,4814,8207 SHIELDS DR.,SAGINAW,48609,4814,SAGINAW,9897813770,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,11985,11985,1,0,0,0.0,2.0,3.58,5.58,241130,8789,0,24270,274189,185628,32449,218077,31057,4681,5537,41275,67085,326437,0,0,0,0,0,0,72736,8492,3777,3514,1819,0,1,0,1,141,2800,31160,6560,11243,48836,17585,3909,44927,30,3939,48866,1167,1194,74,52,0,1599,1415,0,15,4330,309,4745,2019,3,1,0,0,0,-84.0754,43.41892,26,145,73560,190539,22,22,120.03,1011,2604,40980,0,A,1400000US26145012003,4557,4174,51,13,52,1,52,214,0.9159534781654597,0.01119157340355497,0.0028527540048277375,0.01141101601931095,0.00021944261575597982,0.01141101601931095,0.04696071977177968,5.3,4.4,,58953.0,THOMAS TOWNSHIP LIBRARY,30.0,20.0,6,18,23,31,16
710,MI,MI0337,MI0337-002,THOMPSON HOME PUBLIC LIBRARY,125 WEST CENTER STREET,ITHACA,48847,1412,125 WEST CENTER STREET,ITHACA,48847,1412,GRATIOT,9898754184,ME,CI,SO,Y,OTH,N,07/01/2018,06/30/2019,8147,8147,1,0,0,0.0,2.7,0.15,2.85,209887,6242,0,13462,229591,76076,7837,83913,14692,3117,1916,19725,47793,151431,0,0,0,0,0,17347,26712,14028,774,3934,1205,0,0,0,0,36,2252,27500,785,6370,25121,7261,5411,19710,0,5411,25121,1867,2028,102,85,0,2963,2892,0,10,2281,1565,3800,2019,3,1,0,0,0,-84.6085,43.29162,26,57,41340,40711,42,42,10.0,2008,2604,10940,1,A,1400000US26057000100,3957,3713,10,16,1,0,36,181,0.9383371240839019,0.0025271670457417236,0.004043467273186757,0.00025271670457417233,0.0,0.009097801364670205,0.045741723527925195,13.4,12.2,,53817.0,THOMPSON HOME PUBLIC LIBRARY,7.0,25.0,14,9,14,14,8
711,MI,MI0349,MI0349-002,VICKSBURG DISTRICT LIBRARY,215 SOUTH MICHIGAN AVENUE,VICKSBURG,49097,1222,215 S. MICHIGAN AVE.,VICKSBURG,49097,1222,KALAMAZOO,2696491648,ME,LD,SO,Y,OTH,N,03/01/2018,02/28/2019,12238,12238,1,0,0,1.88,2.63,3.64,6.27,315670,7354,811,13129,336964,221450,35315,256765,18594,2147,13293,34034,87066,377865,0,0,0,26900,26900,0,28822,15909,2181,3196,5555,246,5,0,5,52,2916,31208,2179,3241,55738,13194,6763,48975,0,6763,55738,2282,4172,355,130,36,4153,2301,404,10,7046,4981,5266,2019,3,1,0,0,0,-85.5338,42.11856,26,77,82300,265066,22,22,61.03,3032,2606,28020,0,A,1400000US26077006103,5382,4819,104,16,50,3,57,333,0.8953920475659606,0.01932367149758454,0.0029728725380899295,0.00929022668153103,0.0005574136008918618,0.010590858416945374,0.061872909698996656,9.4,9.4,,65135.0,VICKSBURG DISTRICT LIBRARY,22.0,13.0,19,21,28,16,25
712,MI,MI0373,MI0373-002,DOROTHY HULL LIBRARY - WINDSOR TOWNSHIP,405 WEST JEFFERSON STREET,DIMONDALE,48821,9551,405 W. JEFFERSON,DIMONDALE,48821,9551,EATON,5176460633,ME,CI,SO,Y,CI1,N,01/01/2018,12/31/2018,6838,6838,1,0,0,1.28,1.28,1.0,2.28,131992,5014,0,6356,143362,65785,3924,69709,15883,250,1318,17451,24505,111665,0,0,0,0,0,28639,13871,14405,575,0,475,0,2,0,2,51,1846,11600,2210,1381,17368,3814,2709,14659,4,2713,17372,552,1027,27,19,2,290,153,27,5,1348,2505,7253,2019,3,1,0,0,0,-84.6547,42.64633,26,45,22380,110268,21,21,214.02,4007,2607,29620,0,A,1400000US26045021402,4672,4072,127,10,93,1,77,292,0.8715753424657534,0.027183219178082193,0.0021404109589041095,0.01990582191780822,0.00021404109589041095,0.016481164383561644,0.0625,4.8,4.5,14.3,77852.0,DOROTHY HULL LIBRARY   WINDSOR TOWNSHIP,32.0,8.0,1,6,7,2,5
713,MI,MI0406,MI0406-002,ADRIAN DISTRICT LIBRARY,143 EAST MAUMEE STREET,ADRIAN,49221,2703,143 E. MAUMEE ST.,ADRIAN,49221,2703,LENAWEE,5172652265,ME,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,21133,21133,1,0,0,3.0,3.0,6.4,9.4,953244,25875,0,27996,1007115,388073,64073,452146,61870,30949,13108,105927,217518,775591,0,0,0,0,0,122178,67317,10036,2845,3717,4598,211,13,0,13,93,2747,135745,8844,8359,73646,23369,6717,66929,3316,10033,76962,3753,4877,256,152,13,6885,5163,264,38,18564,23400,14674,2019,3,1,0,0,0,-84.0354,41.89857,26,91,00440,98451,32,32,613.02,2004,2607,10300,1,A,1400000US26091061302,3167,2265,197,36,22,1,287,359,0.7151878749605305,0.06220397852857594,0.011367224502683928,0.006946637196084623,0.00031575623618566466,0.09062203978528575,0.11335648879065362,31.1,33.0,7.0,28293.0,ADRIAN DISTRICT LIBRARY,5.0,37.0,23,29,22,29,31
714,MI,MI0422,MI0422-002,LEIGHTON TOWNSHIP LIBRARY,4451 12TH STREET,MOLINE,49335,M,P.O. BOX H,MOLINE,49335,M,ALLEGAN,6168774143,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,4934,4934,1,0,0,0.0,3.4,0.58,3.98,270222,3618,3800,13245,290885,114685,6408,121093,24964,3048,13177,41189,60549,222831,0,0,0,0,0,33910,26057,7955,3765,9223,6154,0,0,0,0,43,1974,29951,1248,1600,66902,26787,4320,62582,0,4320,66902,3991,3243,212,136,26,3415,2597,116,9,3985,6077,21662,2019,3,1,0,0,0,-85.6606,42.74352,26,5,M,118081,31,31,304.02,1017,2606,26090,1,A,1400000US26005030402,6874,6236,65,60,62,1,90,360,0.9071864998545243,0.009455920861216176,0.008728542333430317,0.00901949374454466,0.00014547570555717196,0.013092813500145475,0.0523712540005819,3.6,3.4,100.0,76431.0,LEIGHTON TOWNSHIP LIBRARY,35.0,9.0,16,13,8,13,14
